# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00)
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
# EVM prediction: Mode:STANDARD S-ratio: 0.97 405828-406590 orient(-) score(1526.00) noncoding_equivalent(1568.96) raw_noncoding(1928.96) offset(360.00)
406024	405828	internal-	4	5	{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406101	406025	INTRON			{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406139	406102	internal-	5	6	{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406209	406140	INTRON			{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406264	406210	internal-	4	4	{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406320	406265	INTRON			{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}
406590	406321	initial-	4	6	{GeneMark_model.4494_t;GeneMark},{Augustus_model.g3529.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 7.89 406756-407770 orient(+) score(3908.00) noncoding_equivalent(495.53) raw_noncoding(561.53) offset(66.00)
406756	407609	initial+	1	2	{GlimmerHMM_glimmerT_4216-T1;GlimmerHMM},{GeneMark_model.4495_t;GeneMark}
407610	407688	INTRON			{GlimmerHMM_glimmerT_4216-T1;GlimmerHMM},{GeneMark_model.4495_t;GeneMark}
407689	407770	terminal+	3	3	{GlimmerHMM_glimmerT_4216-T1;GlimmerHMM},{GeneMark_model.4495_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 9.40 407888-408610 orient(-) score(2745.00) noncoding_equivalent(291.99) raw_noncoding(372.00) offset(80.01)
408521	407888	terminal-	6	6	{Augustus_model.g3531.t1;Augustus},{GeneMark_model.4496_t;GeneMark},{GlimmerHMM_glimmerT_4217-T1;GlimmerHMM}
408596	408522	INTRON			{Augustus_model.g3531.t1;Augustus},{GeneMark_model.4496_t;GeneMark},{GlimmerHMM_glimmerT_4217-T1;GlimmerHMM}
408610	408597	initial-	4	5	{Augustus_model.g3531.t1;Augustus},{GeneMark_model.4496_t;GeneMark},{GlimmerHMM_glimmerT_4217-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.32 408788-410046 orient(+) score(5346.00) noncoding_equivalent(1608.16) raw_noncoding(1889.00) offset(280.84)
408788	408893	initial+	1	1	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM}
408894	408968	INTRON			{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM}
408969	409050	internal+	2	2	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM}
409051	409115	INTRON			{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409116	409269	internal+	3	3	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409270	409355	INTRON			{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409356	409511	internal+	1	3	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409512	409583	INTRON			{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409584	409842	internal+	1	1	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409843	409942	INTRON			{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1025/Target=lcl|PJQD01000031_1_prot_POY73959_1_3043;exonerate}
409943	410046	terminal+	2	3	{Augustus_model.g3532.t1;Augustus},{GeneMark_model.4497_t;GeneMark},{GlimmerHMM_glimmerT_4218-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.61 410569-413322 orient(+) score(9172.00) noncoding_equivalent(3518.08) raw_noncoding(4731.00) offset(1212.92)
410569	410654	initial+	1	2	{GeneMark_model.4498_t;GeneMark}
410655	410811	INTRON			{GeneMark_model.4498_t;GeneMark}
410812	410850	internal+	3	2	{GeneMark_model.4498_t;GeneMark}
410851	410921	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
410922	410958	internal+	3	3	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
410959	411030	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411031	411101	internal+	1	2	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411102	411171	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411172	411458	internal+	3	1	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411459	411516	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411517	411608	internal+	2	3	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411609	411669	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411670	411773	internal+	1	2	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411774	411834	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.999/Target=lcl|KQ954483_1_prot_KWU44060_1_3675;exonerate}
411835	411964	internal+	3	3	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
411965	412025	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
412026	412108	internal+	1	2	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
412109	412168	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
412169	412516	internal+	3	2	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
412517	412577	INTRON			{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}
412578	413322	terminal+	3	3	{Augustus_model.g3533.t1;Augustus},{GeneMark_model.4498_t;GeneMark},{GlimmerHMM_glimmerT_4219-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 4.46 413674-415789 orient(-) score(7035.00) noncoding_equivalent(1577.00) raw_noncoding(1657.00) offset(80.00)
414732	413674	terminal-	4	6	{GeneMark_model.4499_t;GeneMark},{GlimmerHMM_glimmerT_4220-T1;GlimmerHMM},{Augustus_model.g3534.t1;Augustus}
414808	414733	INTRON			{GeneMark_model.4499_t;GeneMark},{GlimmerHMM_glimmerT_4220-T1;GlimmerHMM},{Augustus_model.g3534.t1;Augustus}
415789	414809	initial-	4	6	{GeneMark_model.4499_t;GeneMark},{GlimmerHMM_glimmerT_4220-T1;GlimmerHMM},{Augustus_model.g3534.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 19.95 416866-418174 orient(+) score(5148.00) noncoding_equivalent(258.00) raw_noncoding(264.00) offset(6.00)
416866	417994	initial+	1	1	{Augustus_model.g3535.t1;Augustus},{GeneMark_model.4500_t;GeneMark},{GlimmerHMM_glimmerT_4221-T1;GlimmerHMM}
417995	418082	INTRON			{Augustus_model.g3535.t1;Augustus},{GeneMark_model.4500_t;GeneMark},{GlimmerHMM_glimmerT_4221-T1;GlimmerHMM}
418083	418174	terminal+	2	3	{Augustus_model.g3535.t1;Augustus},{GeneMark_model.4500_t;GeneMark},{GlimmerHMM_glimmerT_4221-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.24 418432-419397 orient(-) score(4557.00) noncoding_equivalent(1406.21) raw_noncoding(1687.47) offset(281.26)
418440	418432	terminal-	4	6	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus}
418509	418441	INTRON			{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus}
418589	418510	internal-	5	6	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
418652	418590	INTRON			{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
418663	418653	internal-	6	4	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
418741	418664	INTRON			{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
419029	418742	internal-	6	5	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3805/Target=lcl|LCTV02000003_1_prot_PRQ76179_1_4833;exonerate},{ev_type:exonerate/ID=match.2566964.3797/Target=lcl|PJQD01000031_1_prot_POY73955_1_3039;exonerate},{ev_type:exonerate/ID=match.2566964.3811/Target=lcl|NW_017264929_1_prot_XP_018273781_1_1292;exonerate}
419133	419030	INTRON			{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3805/Target=lcl|LCTV02000003_1_prot_PRQ76179_1_4833;exonerate},{ev_type:exonerate/ID=match.2566964.3797/Target=lcl|PJQD01000031_1_prot_POY73955_1_3039;exonerate},{ev_type:exonerate/ID=match.2566964.3811/Target=lcl|NW_017264929_1_prot_XP_018273781_1_1292;exonerate}
419252	419134	internal-	4	5	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
419394	419253	INTRON			{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}
419397	419395	initial-	4	6	{GeneMark_model.4501_t;GeneMark},{Augustus_model.g3536.t1;Augustus},{GlimmerHMM_glimmerT_4222-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.74 419582-420509 orient(+) score(2978.00) noncoding_equivalent(1086.13) raw_noncoding(1438.00) offset(351.87)
419582	419591	initial+	1	1	{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
419592	419692	INTRON			{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
419693	419874	internal+	2	3	{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
419875	419960	INTRON			{GeneMark_model.4502_t;GeneMark},{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
419961	420119	internal+	1	3	{GeneMark_model.4502_t;GeneMark},{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
420120	420215	INTRON			{GeneMark_model.4502_t;GeneMark},{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus}
420216	420509	terminal+	1	3	{GeneMark_model.4502_t;GeneMark},{GlimmerHMM_glimmerT_4223-T1;GlimmerHMM},{Augustus_model.g3537.t1;Augustus},{snap_scaffold_10-snap.180-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 1.67 420805-422153 orient(+) score(3725.00) noncoding_equivalent(2230.46) raw_noncoding(2705.00) offset(474.54)
420805	421062	initial+	1	3	{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421063	421141	INTRON			{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421142	421273	internal+	1	3	{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421274	421363	INTRON			{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421364	421550	internal+	1	1	{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421551	421667	INTRON			{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}
421668	422035	internal+	2	3	{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{GeneMark_model.4503_t;GeneMark}
422036	422123	INTRON			{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{GeneMark_model.4503_t;GeneMark}
422124	422153	terminal+	1	3	{GlimmerHMM_glimmerT_4224-T1;GlimmerHMM},{Augustus_model.g3538.t1;Augustus},{GeneMark_model.4503_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.37 422436-423959 orient(-) score(14293.00) noncoding_equivalent(2245.11) raw_noncoding(2725.11) offset(480.00)
422694	422436	terminal-	6	6	{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ}
422771	422695	INTRON			{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.519/Target=lcl|BJWK01000004_1_prot_GEM07968_1_1985;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
422863	422772	internal-	4	5	{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.519/Target=lcl|BJWK01000004_1_prot_GEM07968_1_1985;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
422945	422864	INTRON			{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.519/Target=lcl|BJWK01000004_1_prot_GEM07968_1_1985;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
423457	422946	internal-	5	6	{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.519/Target=lcl|BJWK01000004_1_prot_GEM07968_1_1985;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
423517	423458	INTRON			{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.519/Target=lcl|BJWK01000004_1_prot_GEM07968_1_1985;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
423592	423518	internal-	5	4	{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
423676	423593	INTRON			{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ},{ev_type:exonerate/ID=match.2566964.659/Target=lcl|NW_017264929_1_prot_XP_018273779_1_1290;exonerate},{ev_type:exonerate/ID=match.2566964.548/Target=lcl|KQ954543_1_prot_KWU41342_1_6319;exonerate},{ev_type:exonerate/ID=match.2566964.537/Target=lcl|PJQD01000031_1_prot_POY73952_1_3036;exonerate},{ev_type:exonerate/ID=match.2566964.518/Target=lcl|LCTV02000003_1_prot_PRQ76176_1_4830;exonerate}
423959	423677	initial-	4	4	{GeneMark_model.4504_t;GeneMark},{GlimmerHMM_glimmerT_4225-T1;GlimmerHMM},{HiQ_model.g3539.t1;HiQ}

# EVM prediction: Mode:STANDARD S-ratio: 2.40 425051-426160 orient(+) score(3316.00) noncoding_equivalent(1380.70) raw_noncoding(1738.72) offset(358.01)
425051	425096	initial+	1	1	{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425097	425163	INTRON			{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425164	425474	internal+	2	3	{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425475	425534	INTRON			{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425535	425711	internal+	1	3	{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425712	425785	INTRON			{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
425786	426003	internal+	1	2	{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
426004	426081	INTRON			{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}
426082	426160	terminal+	3	3	{Augustus_model.g3540.t1;Augustus},{GeneMark_model.4505_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.95 426467-427349 orient(+) score(5220.00) noncoding_equivalent(1772.20) raw_noncoding(2265.60) offset(493.41)
426467	426655	initial+	1	3	{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus}
426656	427005	INTRON			{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3841/Target=lcl|PJQD01000031_1_prot_POY73949_1_3033;exonerate},{ev_type:exonerate/ID=match.2566964.3843/Target=lcl|NW_017264946_1_prot_XP_018267788_1_6891;exonerate},{ev_type:exonerate/ID=match.2566964.3842/Target=lcl|LCTV02000002_1_prot_PRQ76598_1_3648;exonerate}
427006	427104	internal+	1	3	{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3841/Target=lcl|PJQD01000031_1_prot_POY73949_1_3033;exonerate},{ev_type:exonerate/ID=match.2566964.3843/Target=lcl|NW_017264946_1_prot_XP_018267788_1_6891;exonerate},{ev_type:exonerate/ID=match.2566964.3842/Target=lcl|LCTV02000002_1_prot_PRQ76598_1_3648;exonerate}
427105	427169	INTRON			{GlimmerHMM_glimmerT_4226-T1;GlimmerHMM},{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3841/Target=lcl|PJQD01000031_1_prot_POY73949_1_3033;exonerate},{ev_type:exonerate/ID=match.2566964.3843/Target=lcl|NW_017264946_1_prot_XP_018267788_1_6891;exonerate},{ev_type:exonerate/ID=match.2566964.3842/Target=lcl|LCTV02000002_1_prot_PRQ76598_1_3648;exonerate}
427170	427247	internal+	1	3	{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3841/Target=lcl|PJQD01000031_1_prot_POY73949_1_3033;exonerate},{ev_type:exonerate/ID=match.2566964.3843/Target=lcl|NW_017264946_1_prot_XP_018267788_1_6891;exonerate},{ev_type:exonerate/ID=match.2566964.3842/Target=lcl|LCTV02000002_1_prot_PRQ76598_1_3648;exonerate}
427248	427319	INTRON			{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3841/Target=lcl|PJQD01000031_1_prot_POY73949_1_3033;exonerate},{ev_type:exonerate/ID=match.2566964.3843/Target=lcl|NW_017264946_1_prot_XP_018267788_1_6891;exonerate},{ev_type:exonerate/ID=match.2566964.3842/Target=lcl|LCTV02000002_1_prot_PRQ76598_1_3648;exonerate}
427320	427349	terminal+	1	3	{GeneMark_model.4506_t;GeneMark},{Augustus_model.g3541.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 6.03 428005-429955 orient(+) score(7148.00) noncoding_equivalent(1185.46) raw_noncoding(1348.00) offset(162.54)
428005	428849	initial+	1	2	{GeneMark_model.4507_t;GeneMark},{Augustus_model.g3542.t1;Augustus}
428850	428920	INTRON			{GlimmerHMM_glimmerT_4227-T1;GlimmerHMM},{GeneMark_model.4507_t;GeneMark},{Augustus_model.g3542.t1;Augustus}
